id,ZONE,VRNTNM,SBZNNM,SUBZONE,NTRLDSTRB1,MAP_LABEL,NTRLDSTRBN,BGC_LABEL,VARIANT,ZONE_NAME,HA,UTM_E,UTM_N,ELEV,SOL,REGION
4510,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,52.8,"510290","5463385","197","503",4C
4511,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,73.8,"511290","5544385","1738","920",1C
4512,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,99.9,"511290","5543385","1411","698",1C
4513,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,65.2,"511290","5542385","1608","539",1C
4514,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5541385","1869","853",1C
4515,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5540385","2282","719",1C
4516,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5539385","2271","888",1C
4517,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,70.7,"511290","5538385","1848","339",1C
4518,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,69.8,"511290","5537385","1151","456",1C
4519,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,81.9,"511290","5536385","956","789",1C
4520,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,59.0,"511290","5535385","1406","487",1C
4521,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,90.1,"511290","5534385","1718","514",1C
4522,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5533385","1919","497",1C
4523,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5532385","1986","510",1C
4524,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,97.3,"511290","5531385","1852","255",1C
4525,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,98.1,"511290","5530385","1781","385",1C
4526,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,95.3,"511290","5529385","1615","416",1C
4527,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,85.0,"511290","5528385","1302","750",1C
4528,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,99.5,"511290","5527385","1215","933",1C
4529,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,96.4,"511290","5526385","1243","455",1C
4530,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,80.5,"511290","5525385","1721","504",1C
4531,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,62.5,"511290","5524385","1745","894",2C
4532,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,92.9,"511290","5523385","1231","427",2C
4533,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,97.6,"511290","5522385","569","704",2C
4534,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,90.7,"511290","5521385","1092","1037",2C
4535,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,82.2,"511290","5520385","1718","533",2C
4536,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,96.9,"511290","5519385","1695","594",2C
4537,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5518385","2087","452",2C
4538,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5517385","1894","662",2C
4539,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5516385","1966","600",2C
4540,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5515385","2088","659",2C
4541,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5514385","2223","94",2C
4542,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5513385","2285","630",2C
4543,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5512385","1729","337",2C
4544,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,95.9,"511290","5511385","1503","553",2C
4545,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5510385","1772","724",2C
4546,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5509385","1820","736",2C
4547,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,72.5,"511290","5508385","1621","812",2C
4548,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,100.1,"511290","5507385","1290","481",2C
4549,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,100.1,"511290","5506385","1026","584",2C
4550,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,94.6,"511290","5505385","963","872",2C
4551,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,88.2,"511290","5504385","1411","966",3C
4552,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,79.6,"511290","5503385","1634","741",3C
4553,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5502385","1875","144",3C
4554,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"511290","5501385","1609","89",3C
4555,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,97.7,"511290","5500385","1833","533",3C
4556,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,70.6,"511290","5499385","1596","548",3C
4557,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,96.5,"511290","5498385","1353","579",3C
4558,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,100.1,"511290","5497385","1096","918",3C
4559,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,100.1,"511290","5496385","1078","93",3C
4560,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,100.1,"511290","5495385","1404","237",3C
4561,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,100.1,"511290","5494385","1216","893",3C
4562,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,30.1,"511290","5493385","1512","777",3C
4563,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,97.6,"511290","5492385","1136","653",3C
4564,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,63.2,"511290","5491385","1652","692",3C
4565,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,81.0,"511290","5490385","1156","678",3C
4566,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,38.9,"511290","5489385","1003","560",3C
4567,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,40.1,"511290","5488385","1119","501",3C
4568,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,100.1,"511290","5487385","686","781",3C
4569,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,98.6,"511290","5486385","838","600",3C
4570,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,78.5,"511290","5485385","624","86",3C
4571,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,47.4,"511290","5484385","1177","349",4C
4572,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,50.7,"511290","5483385","1331","904",4C
4573,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,80.1,"511290","5482385","951","761",4C
4574,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,59.9,"511290","5481385","1034","189",4C
4575,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,66.1,"511290","5480385","717","452",4C
4576,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,52.4,"511290","5479385","681","212",4C
4577,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,95.5,"511290","5478385","345","780",4C
4578,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,74.5,"511290","5477385","552","812",4C
4579,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,59.5,"511290","5476385","553","904",4C
4580,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,73.4,"511290","5475385","427","1015",4C
4581,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,64.3,"511290","5474385","520","818",4C
4582,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,91.9,"511290","5473385","392","676",4C
4583,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,76.3,"511290","5472385","422","950",4C
4584,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,58.8,"511290","5471385","591","870",4C
4585,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,69.8,"511290","5470385","808","781",4C
4586,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,59.3,"511290","5469385","855","775",4C
4587,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,61.8,"511290","5468385","637","876",4C
4588,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,63.2,"511290","5467385","453","941",4C
4589,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,70.2,"511290","5466385","407","79",4C
4590,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,86.3,"511290","5465385","362","875",4C
4591,CWH,Submontane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm1,NDT1,CWH vm 1,"1",Coastal Western Hemlock,100.1,"511290","5464385","418","735",4C
4592,CWH,,Dry Maritime,dm,Ecosystems with infrequent stand-initiating events,CWHdm,NDT2,CWH dm,,Coastal Western Hemlock,72.2,"511290","5463385","309","718",4C
4593,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"512290","5544385","2116","539",1C
4594,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,80.0,"512290","5543385","1512","593",1C
4595,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,72.1,"512290","5542385","1972","591",1C
4596,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"512290","5541385","2091","828",1C
4597,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"512290","5540385","2265","817",1C
4598,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"512290","5539385","1963","711",1C
4599,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,77.8,"512290","5538385","1730","701",1C
4600,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,56.8,"512290","5537385","1132","571",1C
4601,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,95.7,"512290","5536385","1259","789",1C
4602,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,57.9,"512290","5535385","1096","1063",1C
4603,CWH,Southern,Moist Submaritime,ms,Ecosystems with infrequent stand-initiating events,CWHms1,NDT2,CWH ms 1,"1",Coastal Western Hemlock,45.1,"512290","5534385","1077","772",1C
4604,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,76.3,"512290","5533385","1366","390",1C
4605,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,87.2,"512290","5532385","1234","740",1C
4606,MH,Leeward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm2,NDT1,MH  mm 2,"2",Mountain Hemlock,92.2,"512290","5531385","1368","677",1C
4607,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,74.3,"512290","5530385","1660","945",1C
4608,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,99.0,"512290","5529385","1815","936",1C
4609,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,86.5,"512290","5528385","1730","1015",1C
4610,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,86.3,"512290","5527385","1730","761",1C
4611,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,95.6,"512290","5526385","1190","773",1C
4612,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,93.6,"512290","5525385","1121","542",1C
4613,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,79.3,"512290","5524385","1467","646",2C
4614,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,99.1,"512290","5523385","987","599",2C
4615,CWH,Montane,Very Wet Maritime,vm,Ecosystems with rare stand-initiating events,CWHvm2,NDT1,CWH vm 2,"2",Coastal Western Hemlock,54.1,"512290","5522385","549","550",2C
4616,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,66.6,"512290","5521385","1010","88",2C
4617,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,76.2,"512290","5520385","1730","292",2C
4618,MH,Windward,Moist Maritime,mm,Ecosystems with rare stand-initiating events,MHmm1,NDT1,MH  mm 1,"1",Mountain Hemlock,78.8,"512290","5519385","1399","613",2C
4619,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,96.7,"512290","5518385","1837","426",2C
4620,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,99.0,"512290","5517385","1776","399",2C
4621,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,88.7,"512290","5516385","1662","392",2C
4622,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"512290","5515385","2111","79",2C
4623,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"512290","5514385","2295","317",2C
4624,CMA,,Undifferentiated and Parkland,unp,Alpine Tundra and Subalpine Parkland ecosystems,CMAunp,NDT5,CMA unp,,Coastal Mountain-heather Alpine,100.1,"512290","5513385","2065","121",2C
