"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"165","Castilleja parviflora var. albida","Bong.","(Pennell) Ownbey","small-flower indian-paintbrush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Castilleja","Castilleja parviflora","","","albida","native","S3S4 (2016)",NA,"1926-07-31","George Hardy","RBCM","V008055",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:135",NA,5,"reported","unobserved","UBC:  Garibaldi PP Table Mt.",154246,"VAS"
"166","Castilleja parviflora var. parviflora","Bong.","","small-flower indian-paintbrush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Castilleja","Castilleja parviflora","","","parviflora","native","S5",NA,"1926-08-03","George Hardy","RBCM","V008056",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:136",NA,3,"reported","unobserved","UBC:  Garibaldi PP Little Diamond Head",154248,"VAS"
"167","Castilleja rhexiifolia","Rydb.","","rhexia-leaved indian-paintbrush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Castilleja","Castilleja rhexiifolia","","","","native","S5 (2015)",NA,"1964-09-20","Vladimir J. Krajina, R.C. Brooke","UBC","V108880",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:137",NA,3,"reported","unobserved","",117513,"VAS"
"168","Ceanothus sanguineus","Pursh","","redstem ceanothus","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rhamnaceae","",NA,"Ceanothus","Ceanothus sanguineus","","","","native","S5 (2019)",NA,"2020-05-09","Chloe and Trevor Van Loon","iNaturalist","45683642",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:138",NA,2,"new 2020","observed","",619279,"VAS"
"169","Ceanothus velutinus var. laevigatus","Douglas ex Hook.","Torr. & A.Gray","snowbrush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rhamnaceae","",NA,"Ceanothus","Ceanothus velutinus","","","laevigatus","native","SU (2020)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:140",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:140",NA,1,"new 2020","unobserved","RBCM:  Pilchuk Creek, C. velutinus var. laevigatus",64044,"VAS"
"170","Ceanothus velutinus var. velutinus","Douglas ex Hook.","","snowbrush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rhamnaceae","",NA,"Ceanothus","Ceanothus velutinus","","","velutinus","native","S5 (2020)",NA,"1978-06-07","Brenda Storey","RBCM","V110936",NA,"1978-06-07","Brenda Storey","RBCM","V110936",NA,1,"reported","unobserved","RBCM:  Pilchuk Creek, C. velutinus var. laevigatus",64043,"VAS"
"171","Cerastium arvense ssp. strictum","L.","Gaudin","field chickweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Caryophyllaceae","Alsinoideae",NA,"Cerastium","Cerastium arvense","","strictum","","native","S5 (2015)",NA,"1914-04-26","W. Taylor","UBC","V7701",NA,"2022-05-20","RWorcester","iNaturalist","117881270",NA,18,"confirmed","observed","",50847,"VAS"
"172","Cerastium nutans","Raf.","","common chickweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Caryophyllaceae","Alsinoideae",NA,"Cerastium","Cerastium nutans","","","","native","S4 (2015)",NA,"1967-06-04","P. Warrington","University of Lethbridge","",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:142",NA,2,"reported","unobserved","",1818436,"VAS"
"173","Chamaenerion angustifolium","(L.) Scop.","","fireweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Myrtales","",NA,"Onagraceae","",NA,"Chamaenerion","Chamaenerion angustifolium","","","","native","S5 (2019)",NA,"1912-08-14","John Davidson","UBC","V63277",NA,"2022-10-09","adamrawski","iNaturalist","138192469",NA,138,"confirmed","observed","",564969,"VAS"
"174","Chamaenerion latifolium","(L.) Sweet","","dwarf fireweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Myrtales","",NA,"Onagraceae","",NA,"Chamaenerion","Chamaenerion latifolium","","","","native","S5 (2015)",NA,"1913-08-07","John Davidson","UBC","V26294",NA,"2022-08-22","kristinop","iNaturalist","131976443",NA,31,"confirmed","observed","Reported as: Chamerion latifolium",564970,"VAS"
"175","Cherleria biflora","(L.) A. J. Moore & Dillenb.","","mountain sandwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Caryophyllaceae","",NA,"Cherleria","Cherleria biflora","","","","native","S5 (2015)",NA,"1913-08-01","John Davidson","UBC","V7625",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:347",NA,7,"reported","unobserved","UBC:  Garibaldi PP Sentinel Gl foreland",836811,"VAS"
"176","Cherleria obtusiloba","(Rydb.) A. J. Moore & Dillenb.","","alpine sandwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Caryophyllaceae","",NA,"Cherleria","Cherleria obtusiloba","","","","native","S5? (2015)",NA,"1912-08-01","F. Perry","UBC","V7623",NA,"1912-08-01","F. Perry","UBC","V7623",NA,1,"reported","unobserved","UBC:  Garibaldi high ridges",836821,"VAS"
"177","Chimaphila menziesii","(R. Br. ex D. Don) Spreng","","little prince's pine","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Chimaphila","Chimaphila menziesii","","","","native","S5 (2015)",NA,"1984-08-14","Bruce A. Bohm","UBC","V194655",NA,"2022-09-19","cchurch99","iNaturalist","135754086",NA,40,"confirmed","observed","",62238,"VAS"
"178","Chimaphila umbellata","(L.) W.P.C. Barton","","pipsissewa","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Chimaphila","Chimaphila umbellata","","","","native","S5 (2015)",NA,"1984-08-14","Bruce A. Bohm","UBC","V194654",NA,"2022-09-30","Tse-Lynn Loh","iNaturalist","137069750",NA,63,"confirmed","observed","",62236,"VAS"
"179","Cicuta douglasii","(DC.) J.M. Coult. & Rose","","western water hemlock","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Apiaceae","Apioideae",NA,"Cicuta","Cicuta douglasii","","","","native","S5 (2015)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:146",NA,"2022-10-15","chloeslo","iNaturalist","138891167",NA,3,"new 2020","observed","",76338,"VAS"
"180","Cinna latifolia","(Trev. ex Goepp.) Griseb.","","nodding wood-reed","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Cinna","Cinna latifolia","","","","native","S5 (2019)",NA,"1979-07-28","C. Tay","RBCM","V148200",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:147",NA,3,"reported","unobserved","",76340,"VAS"
"181","Circaea alpina ssp. alpina","L.","","alpine enchanter's-nightshade","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Myrtales","",NA,"Onagraceae","",NA,"Circaea","Circaea alpina","","alpina","","native","S4 (2001)",NA,"1913-08-09","A. E. Baggs","UBC","V47413",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:148",NA,2,"reported","unobserved","",76342,"VAS"
"182","Circaea alpina ssp. pacifica","L.","(Asch. & Magnus) P.H.Raven","alpine enchanter's-nightshade","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Myrtales","",NA,"Onagraceae","",NA,"Circaea","Circaea alpina","","pacifica","","native","S5 (2020)",NA,"1897-06-01","Albert J. Hill","UBC","V26123",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:149",NA,2,"reported","unobserved","",79729,"VAS"
"183","Cirsium brevistylum","Cronquist","","short-styled thistle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Carduoideae",NA,"Cirsium","Cirsium brevistylum","","","","native","S5 (2019)",NA,"2021-07-07","Else Mikkelsen","iNaturalist","86113604",NA,"2022-06-02","catharine27","iNaturalist","119945727",NA,5,"new 2021","observed","",52993,"VAS"
"184","Cirsium edule","Nutt.","","edible thistle","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Carduoideae",NA,"Cirsium","Cirsium edule","","","","native","S5 (2019)",NA,"1912-08-13","John Davidson","UBC","V48078",NA,"2022-08-17","mkurys","iNaturalist","132100010",NA,14,"confirmed","observed","",143675,"VAS"
"185","Claytonia exigua ssp. exigua","Torr. & A.Gray","","serpentine springbeauty","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Claytonia","Claytonia exigua","","exigua","","native","S4 (2020)",NA,"1971-04-08","Adolf Ceska; Oldriska Ceska","RBCM","V157602",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:151",NA,2,"reported","unobserved","",57234,"VAS"
"186","Claytonia exigua ssp. glauca","Torr. & A.Gray","(Torr. & A.Gray) John M.Mill. & K.L.Chambers","pale springbeauty","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Claytonia","Claytonia exigua","","glauca","","native","S4 (2020)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:152",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:152",NA,1,"new 2020","unobserved","",57229,"VAS"
"187","Claytonia lanceolata","Pursh","","western springbeauty","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Claytonia","Claytonia lanceolata","","","","native","S5 (2019)",NA,"1913-08-01","John Davidson","UBC","V34799",NA,"2022-07-22","Paolo Pietropaolo","iNaturalist","127713347",NA,7,"confirmed","observed","",62584,"VAS"
"188","Claytonia parviflora","Douglas ex Hook.","","streambank springbeauty","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Claytonia","Claytonia parviflora","","","","native","S4 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:154",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:154",NA,1,"new 2020","unobserved","",58294,"VAS"
"189","Claytonia perfoliata ssp. intermontana","Donn ex Willd.","John M.Mill. & K.L.Chambers","intermountain miner’s-lettuce","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Claytonia","Claytonia perfoliata","","intermontana","","native","S2S3 (2018)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:155",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:155",NA,1,"new 2020","unobserved","",53001,"VAS"
"190","Claytonia rubra","(Howell) Tidest.","","redstem springbeauty","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Claytonia","Claytonia rubra","","","","native","S5 (2020)",NA,"2021-04-04","Taylor Justason","iNaturalist","73034042",NA,"2022-04-24","Wendy Seale-Bakes","iNaturalist","113181560",NA,2,"new 2021","observed","",64184,"VAS"
"191","Claytonia sibirica","L.","","candy flower","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Claytonia","Claytonia sibirica","","","","native","S5 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:54",NA,"2022-10-13","Kate McKeown","iNaturalist","139997890",NA,123,"confirmed","observed","",55767,"VAS"
"192","Claytonia washingtoniana","(Suksd.) Suksd.","","Washington springbeauty","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Montiaceae","",NA,"Claytonia","Claytonia washingtoniana","","","","native","S2 (2017)",NA,"1912-03-29","John Davidson","UBC","V42750",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:157",NA,7,"confirmed","observed","UBC:  West Vancouver Copper Cove",76392,"VAS"
"193","Clinopodium douglasii","(Benth.) Kuntze","","yerba buena","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Lamiaceae","Nepetoideae",NA,"Clinopodium","Clinopodium douglasii","","","","native","S5 (2015)",NA,"1993-05-24","Terry Taylor","RBCM","V182030",NA,"2021-10-17","islandsearch","iNaturalist","98556930",NA,5,"confirmed","observed","RBCM:  Bowen Island",53203,"VAS"
"194","Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth","","bride's bonnet","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Liliales","",NA,"Liliaceae","Lilioideae",NA,"Clintonia","Clintonia uniflora","","","","native","S5 (2015)",NA,"1967-06-24","P. Warrington","University of Lethbridge","",NA,"2022-11-01","maybejuju","iNaturalist","140835521",NA,125,"confirmed","observed","",76401,"VAS"
"195","Collinsia grandiflora","Lindl.","","giant blue-eyed mary","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Collinsia","Collinsia grandiflora","","","","native","S4 (2015)",NA,"2005-05-01","Steve Ansell","iNaturalist","109199824",NA,"2022-05-31","Steve Ansell","iNaturalist","119831125",NA,20,"confirmed","observed","",76409,"VAS"
"196","Collinsia parviflora","Lindl.","","maiden blue-eyed mary","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Collinsia","Collinsia parviflora","","","","native","S5 (2015)",NA,"2011-05-29","hillanddale","iNaturalist","9551464",NA,"2022-05-07","Jani","iNaturalist","115959944",NA,19,"confirmed","observed","",59013,"VAS"
"197","Collomia heterophylla","Douglas ex Hook.","","variableleaf collomia","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Polemoniaceae","",NA,"Collomia","Collomia heterophylla","","","","native","S5 (2015)",NA,"1912-06-15","John Davidson","UBC","V27126",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:162",NA,5,"confirmed","observed","",52996,"VAS"
"198","Comarum palustre","L.","","marsh cinquefoil","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Rosoideae",NA,"Comarum","Comarum palustre","","","","native","S5 (2019)",NA,"2019-07-09","Ben Keen","iNaturalist","28534846",NA,"2021-08-05","Cole Gaerber","iNaturalist","90408496",NA,3,"new 2019","observed","",62213,"VAS"
"199","Conioselinum gmelinii","(Cham. & Schltdl.) Steud.","","western hemlock-parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Apiaceae","Apioideae",NA,"Conioselinum","Conioselinum gmelinii","","","","native","S5 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:22",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93953932",NA,5,"confirmed","observed","",160830,"VAS"
"200","Coptis aspleniifolia","Salisb.","","spleenwortleaf goldthread","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Coptidoideae",NA,"Coptis","Coptis aspleniifolia","","","","native","S5 (2015)",NA,"1995-07-16","Straley, Gerald","USCH","",NA,"2022-08-26","John D Reynolds","iNaturalist","133787115",NA,12,"confirmed","observed","",160861,"VAS"
"201","Coptis trifolia","(L.) Salisb.","","threeleaf goldthread","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ranunculales","",NA,"Ranunculaceae","Coptidoideae",NA,"Coptis","Coptis trifolia","","","","native","S5 (2015)",NA,"2018-06-27","kaiden","iNaturalist","73478843",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:165",NA,5,"new 2018","observed","",126251,"VAS"
"202","Corallorhiza maculata","(Raf.) Raf.","","spotted coralroot","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Epidendroideae",NA,"Corallorhiza","Corallorhiza maculata","","","","native","S5 (2000)",NA,"1913-06-15","Fred Perry","UBC","V52040",NA,"2022-06-29","Elora Jane","iNaturalist","124033716",NA,12,"confirmed","observed","",49475,"VAS"
"203","Corallorhiza mertensiana","Bong","","Pacific coralroot","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Epidendroideae",NA,"Corallorhiza","Corallorhiza mertensiana","","","","native","S5 (2015)",NA,"1913-07-28","A. E. Baggs","UBC","V47394",NA,"2022-08-27","pdawson9229","iNaturalist","132507636",NA,177,"confirmed","observed","",49444,"VAS"
"204","Corallorhiza striata","Lindl.","","striped coralroot","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Epidendroideae",NA,"Corallorhiza","Corallorhiza striata","","","","native","S5 (2019)",NA,"2021-07-16","garethwheatley","iNaturalist","87316044",NA,"2021-07-16","garethwheatley","iNaturalist","87316044",NA,1,"new 2021","observed","",50708,"VAS"
