"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"113","Cardamine breweri var. orbicularis","S.Watson","(Greene) Detling","Brewer's bittercress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Cardamine","Cardamine breweri","","","orbicularis","native","S4S5 (2015)",NA,"2001-06-05","Frank Lomer","UBC","V235043",NA,"2022-06-05","Ben Keen","iNaturalist","120444888",NA,3,"confirmed","observed","",239738,"VAS"
"114","Cardamine pensylvanica","Muhl. ex Willd","","Pennsylvania bittercress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Cardamine","Cardamine pensylvanica","","","","native","S5 (2015)",NA,"1912-08-15","John Davidson","UBC","V12583",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:90",NA,4,"confirmed","observed","",76005,"VAS"
"115","Cardamine umbellata","Greene","","umbel bitter-cress","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Brassicales","",NA,"Brassicaceae","",NA,"Cardamine","Cardamine umbellata","","","","native","S5 (2015)",NA,"2018-08-09","Adam Schneider","iNaturalist","66161677",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:91",NA,2,"new 2018","observed","",359566,"VAS"
"116","Carex albonigra","Mack.","","black-and-white sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex albonigra","","","","native","S5 (2015)",NA,"1917-08-10","John Davidson","UBC","V234059",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:92",NA,2,"reported","unobserved","UBC: Garibaldi PP Polemonium Ridge",76009,"VAS"
"117","Carex aquatilis var. dives","Wahlenb.","(Holm) Kük.","Sitka sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex aquatilis","","","dives","native","unlisted",NA,"1938-08-16","Turesson, Göte W.; Alm, Carl G.","Université de Montréal Biodiversity Centre","MT00185341",NA,"2022-08-05","Nina Hewitt","iNaturalist","130029702",NA,7,"confirmed","observed","UBC: Oxbow L Squamish R; aka C.sitchensis & C. aquatilis",80511,"VAS"
"118","Carex arcta","Boott","","northern clustered sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex arcta","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:94",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:94",NA,1,"new 2020","unobserved","",76014,"VAS"
"119","Carex aurea","Nutt.","","golden sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex aurea","","","","native","S5 (2019)",NA,"2019-08-25","Lena Dietz Chiasson","iNaturalist","31997726",NA,"2022-08-05","Nina Hewitt","iNaturalist","130030506",NA,3,"new 2019","observed","",76017,"VAS"
"120","Carex bolanderi","Olney","","Bolander's sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex bolanderi","","","","native","S5 (2019)",NA,"1953-08-04","Mason W. R. M.","Moscow State University","MW0572007",NA,"1953-08-04","Mason W. R. M.","Moscow State University","MW0572007",NA,1,"reported","unobserved","",76018,"VAS"
"121","Carex canescens","L.","","hoary sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex canescens","","","","native","S5 (2006)",NA,"2019-06-13","citizen1","iNaturalist","27254184",NA,"2022-05-29","Daniel Stewart","iNaturalist","119526495",NA,4,"new 2019","observed","UBC:   Hollyburn Plateau",76023,"VAS"
"122","Carex circinata","C.A. Mey.","","coiled sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex circinata","","","","native","S5 (2015)",NA,"1969-09-05","Thomas C. Brayshaw","UBC","V215338",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:96",NA,2,"reported","unobserved","UBC:   NW end Garibaldi Lake",159912,"VAS"
"123","Carex deweyana","Schwein","","short-scale sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex deweyana","","","","native","S5",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:97",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:97",NA,1,"new 2020","unobserved","iNat: needs i.d.",143684,"VAS"
"124","Carex echinata","Murray","","star sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex echinata","","","","native","S5 (2020)",NA,"2020-05-31","Ben Keen","iNaturalist","48057493",NA,"2021-08-05","Cole Gaerber","iNaturalist","90403649",NA,3,"new 2020","observed","",76035,"VAS"
"125","Carex engelmannii","L.H. Bailey","","Engelmann's sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex engelmannii","","","","native","S4 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:98",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:98",NA,1,"new 2020","unobserved","",159946,"VAS"
"126","Carex exsiccata","L.H. Bailey","","western inflated sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex exsiccata","","","","native","S5 (2015)",NA,"1942-08-21","John Eastham","RBCM","V015124",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:99",NA,3,"reported","unobserved","UBC:  oxbows, Squamish floodplain",76036,"VAS"
"127","Carex feta","L.H. Bailey","","green-sheathed sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex feta","","","","native","S4 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:100",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:100",NA,1,"new 2020","unobserved","",76037,"VAS"
"128","Carex foenea","Willd.","","straw sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex foenea","","","","native","S5",NA,"1964-09-20","Vladimir J. Krajina, R.C. Brooke","UBC","V108850",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:101",NA,4,"reported","unobserved","UBC:  Garibaldi PLP below Warren Glacier",204268,"VAS"
"129","Carex garberi","Fernald","","elk sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex garberi","","","","native","S5 (2015)",NA,"1965-07-20","B. Fraser","UBC","V161042",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:102",NA,3,"reported","unobserved","UBC:  Garibaldi PP Sentinel Gl foreland",159956,"VAS"
"130","Carex hendersonii","L.H. Bailey","","Henderson's sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex hendersonii","","","","native","S5 (2015)",NA,"2015-05-30","Frank Lomer","UBC","V246598",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:103",NA,3,"confirmed","unobserved","UBC:  West Vancouver opposite 6260 St. Georges Avenue",76048,"VAS"
"131","Carex illota","L.H. Bailey","","sheep sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex illota","","","","native","S5 (2015)",NA,"1956-08-08","Vernon C. Brink","UBC","V55950",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:104",NA,6,"reported","unobserved","RBCM:  Garibaldi PP Black Tusk Lake",76053,"VAS"
"132","Carex kelloggii var. kelloggii","W.Boott","","lagoon sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex kelloggii","","","kelloggii","native","S5 (2019)",NA,"1916-06-22","Macoun, James M.","Université de Montréal Biodiversity Centre","MT00178474",NA,"1916-06-22","Macoun, James M.","Université de Montréal Biodiversity Centre","MT00178474",NA,1,"reported","unobserved","Reported as Carex lenticularis var. lipocarpa by T. Christopher Brayshaw (RBCM: V055041)",1091404,"VAS"
"133","Carex kelloggii var. limnophila","W.Boott","(Holm) B.L.Wilson & R.E.Brainerd","lakeshore sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex kelloggii","","","limnophila","native","S4S5 (2015)",NA,"1969-09-05","T. Brayshaw","RBCM","V055038",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:107",NA,3,"reported","unobserved","RBCM:  Garibaldi PP Barrier Lake. aka C. hindsii",80516,"VAS"
"134","Carex laeviculmis","Meinsh.","","smooth-stemmed sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex laeviculmis","","","","native","S5 (2015)",NA,"2019-06-13","citizen1","iNaturalist","27254031",NA,"2020-08-26","citizen1","iNaturalist","58156929",NA,5,"new 2019","observed","",76062,"VAS"
"135","Carex lenticularis var. dolia","Michx.","(M.E.Jones) L.A.Standl.","goose-grass sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex lenticularis","","","dolia","native","S5? (2015)",NA,"1969-09-03","T. Brayshaw; J. Foster","RBCM","V055043",NA,"1969-09-03","T. Brayshaw; J. Foster","RBCM","V055043",NA,1,"reported","unobserved","Reported as Carex plectocarpa by T. Christopher Brayshaw (RBCM: V055043)",239791,"VAS"
"136","Carex leporina","L.","","oval sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex leporina","","","","native","S5 (2015)",NA,"1968-06-15","V. Bednar","UBC","V134552",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:108",NA,2,"reported","unobserved","UBC:  lakeshore near Squamish",76067,"VAS"
"137","Carex leptopoda","Mack.","","short-scaled sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex leptopoda","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:109",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:109",NA,1,"new 2020","unobserved","",76070,"VAS"
"138","Carex luzulina var. ablata","Olney","(L.H.Bailey) F.J.Herm.","woodrush sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex luzulina","","","ablata","native","SNA (2012)",NA,"1960-08-11","E. B. Peterson","MICH","1377855",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:110",NA,4,"reported","unobserved","UBC:  Cypress Bowl ski area lower parking lot along power line trail (to species level)",76075,"VAS"
"139","Carex lyngbyei","Hornem.","","Lyngbye's sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex lyngbyei","","","","native","S5 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:6",NA,"2022-05-29","Daniel Stewart","iNaturalist","119514096",NA,13,"confirmed","observed","",76076,"VAS"
"140","Carex macloviana","d'Urv.","","falkland island sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex macloviana","","","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:112",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:112",NA,1,"new 2020","unobserved","iNat: needs i.d.",160005,"VAS"
"141","Carex macrocephala","Willd. ex Spreng.","","large-headed sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex macrocephala","","","","native","S4 (2015)",NA,"2017-06-11","Vanessa","iNaturalist","6596150",NA,"2021-09-25","dhmredrock","iNaturalist","96139753",NA,8,"new 2017","observed","",160006,"VAS"
"142","Carex macrochaeta","C.A. Mey.","","Alaska large awn sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex macrochaeta","","","","native","S5 (2015)",NA,"1912-08-11","John Davidson","UBC","V42673",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:114",NA,5,"reported","unobserved","iNat: needs i.d.",160007,"VAS"
"143","Carex magellanica ssp. irrigua","Lam.","(Wahlenb.) Hiitonen","boreal bog sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex magellanica","","irrigua","","native","S5 (2015)",NA,"2006-07-14","Terry Taylor","UBC","V222934",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:115",NA,2,"reported","unobserved","UBC:  small wetland in Squamish. LGL record is to species",199300,"VAS"
"144","Carex mertensii","Prescott ex Bong.","","Mertens' sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex mertensii","","","","native","S5 (2015)",NA,"1913-08-07","John Davidson","UBC","V42545",NA,"2022-08-26","John D Reynolds","iNaturalist","133785493",NA,40,"confirmed","observed","",76078,"VAS"
"145","Carex microptera","Mack.","","small-winged sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex microptera","","","","native","S5 (2015)",NA,"1957-09-11","Vernon C. Brink","UBC","V210609",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:117",NA,2,"reported","unobserved","UBC:  Garibaldi PP near Warren Glacier",76079,"VAS"
"146","Carex nigricans","C.A. Mey","","black alpine sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex nigricans","","","","native","S5 (2015)",NA,"1912-08-10","John Davidson","UBC","V42581",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:118",NA,14,"confirmed","observed","UBC:   between Black Tusk and Helm Lake",76084,"VAS"
"147","Carex obnupta","L.H. Bailey","","slough sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex obnupta","","","","native","S5 (2019)",NA,"2019-12-28","Ben Keen","iNaturalist","37048702",NA,"2021-08-29","Else Mikkelsen","iNaturalist","105864947",NA,5,"new 2019","observed","",61000,"VAS"
"148","Carex pachystachya","Cham. ex Steud.","","awl-fruited sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex pachystachya","","","","native","S5",NA,"1966-08-29","B. Fraser","UBC","V161047",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:120",NA,3,"reported","unobserved","",76089,"VAS"
"149","Carex pauciflora","Lightf.","","few-flowered sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex pauciflora","","","","native","S5 (2000)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:121",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93951496",NA,2,"new 2020","observed","UBC:  NW end Garibaldi Lake",62577,"VAS"
"150","Carex phaeocephala","Piper","","dunhead","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex phaeocephala","","","","native","S5",NA,"1914-08-03","John Davidson","UBC","V42674",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:122",NA,6,"reported","unobserved","UBC:  Garibaldi PP Black Tusk Meadows",76093,"VAS"
"151","Carex preslii","Steud.","","presl's sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex preslii","","","","native","S5",NA,"1913-08-07","John Davidson","UBC","V42633",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:123",NA,4,"reported","unobserved","RBCM:  Brandywine Falls PP",76096,"VAS"
"152","Carex pyrenaica","wahlenb.","","pyrenean sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex pyrenaica","","","","native","S5 (2015)",NA,"1956-08-08","Vernon C. Brink","UBC","V80302",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:124",NA,4,"reported","unobserved","",160078,"VAS"
"153","Carex rossii","Boott","","ross' sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex rossii","","","","native","S5",NA,"1967-08-21","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","UBC","V161039",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:125",NA,2,"reported","unobserved","UBC:  Garibaldi PP Sentinel Gl foreland",76099,"VAS"
"154","Carex saxatilis","L.","","russet sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex saxatilis","","","","native","S5 (2019)",NA,"1960-08-29","E.B.P.","UBC","V206769",NA,"2021-08-27","Cole Gaerber","iNaturalist","92745265",NA,5,"confirmed","observed","",160096,"VAS"
"155","Carex spectabilis","Dewey","","showy sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex spectabilis","","","","native","S5",NA,"1912-08-11","John Davidson","UBC","V42672",NA,"2020-08-26","citizen1","iNaturalist","58157422",NA,21,"confirmed","observed","iNat: needs i.d.",76111,"VAS"
"156","Carex stipata","Muhl. ex Willd","","awl-fruited sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex stipata","","","","native","S5 (2019)",NA,"2021-06-04","RWorcester","iNaturalist","81651055",NA,"2022-06-30","jin","iNaturalist","124193809",NA,5,"new 2021","observed","iNat: needs i.d.",76114,"VAS"
"157","Carex stylosa","C.A. Mey.","","long-styled sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex stylosa","","","","native","S5",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:128",NA,"2021-08-27","Cole Gaerber","iNaturalist","92745268",NA,2,"new 2020","observed","UBC:  Hollyburn Plateau",160115,"VAS"
"158","Carex viridula ssp. viridula","Michx.","","little green sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex viridula","","viridula","","native","S5 (2019)",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:129",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:129",NA,1,"new 2020","unobserved","sole subp of C. viridula recorded in BC",79679,"VAS"
"159","Carex zikae","E.H. Roalson & M.J. Waterway","","short-stemmed sedge","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Cyperaceae","Cyperoideae",NA,"Carex","Carex zikae","","","","native","S4",NA,"1981-06-01","Adolf Ceska","RBCM","V191463",NA,"1981-06-01","Adolf Ceska","RBCM","V191463",NA,1,"reported","unobserved","RBCM:  Grantham's Landing Witherby Pt (bet Gibsons & Langdale)",494316,"VAS"
"160","Cassiope mertensiana ssp. mertensiana","(Bong.) D. Don","","western moss-heather","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Cassiopoideae",NA,"Cassiope","Cassiope mertensiana","","mertensiana","","native","S5 (2019)",NA,"1913-07-30","W. Taylor","UBC","V15895",NA,"2022-08-29","zhiyue","iNaturalist","132862596",NA,68,"confirmed","observed","",126554,"VAS"
"161","Cassiope tetragona","(L.) D. Don","","Arctic bell-heather","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Cassiopoideae",NA,"Cassiope","Cassiope tetragona","","","","native","S4",NA,"1927-07-01","William Newcombe","RBCM","V038611B",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:131",NA,2,"reported","unobserved","RBCM:  Garibaldi PP",153373,"VAS"
"162","Castilleja elmeri","Fernald","","elmer indian-paintbrush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Castilleja","Castilleja elmeri","","","","native","S4 (2015)",NA,"1961-08-19","E.B. Petersen","UBC","V97862",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:132",NA,2,"reported","unobserved","UBC:  Garibaldi PP Little Diamond Head. see https://www.inaturalist.org/observations/29204903 Mark Egger wrote  """"This looks like the North Cascades form of C. elmeri, which does extend into BC. Did you consider that species?""",147018,"VAS"
"163","Castilleja hispida var. hispida","Benth.","","harsh indian-paintbrush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Castilleja","Castilleja hispida","","","hispida","native","S4 (2015)",NA,"2005-07-10","Steve Ansell","iNaturalist","109340347",NA,"2022-07-10","Ben Keen","iNaturalist","125688130",NA,18,"confirmed","observed","UBC:West Vancouver Copper Cove",234938,"VAS"
"164","Castilleja miniata var. miniata","Douglas ex Hook.","","scarlet paintbrush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Castilleja","Castilleja miniata","","","miniata","native","S5 (2000)",NA,"1923-07-15","Geraldine Allen","RBCM","V006513Y",NA,"2022-08-23","savannahrouse","iNaturalist","132156718",NA,31,"confirmed","observed","",79691,"VAS"
