"","scientificName","scientificNameAuthorship","subtaxonAuthorship","commonName","kingdom","phylum","subphylum","superclass","class","subclass","superorder","order","suborder","superfamily","family","subfamily","tribe","genus","specificEpithet","hybrid","subspecies","variety","establishmentMeans","provincialStatus","nationalStatus","firstReported","firstReportedBy","firstReportedSource","firstReportedCollectionNumber","firstReportedGBIF","lastReported","lastReportedBy","lastReportedSource","lastReportedCollectionNumber","lastReportedGBIF","recordCount","reportingStatus","iNatObservationStatus","notes","ID","statsCode"
"291","Oemleria cerasiformis","(Torr. & A. Gray ex Hook. & Arn.) Landon","","osoberry","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Amygdaloideae",NA,"Oemleria","Oemleria cerasiformis","","","","native","S5 (2015)",NA,"2007-04-03","hillanddale","iNaturalist","8547109",NA,"2022-06-12","nnhenderson","iNaturalist","121827671",NA,15,"confirmed","observed","",53419,"VAS"
"292","Oenanthe sarmentosa","C. Presl ex DC.","","water parsley","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Apiaceae","Apioideae",NA,"Oenanthe","Oenanthe sarmentosa","","","","native","S5 (2015)",NA,"2012-07-25","E.R. Manton","","ERM1630",NA,"2022-07-24","Mavaddat Javid","iNaturalist","127906494",NA,19,"confirmed","observed","",60127,"VAS"
"293","Oenothera biennis","L.","","common evening-primrose","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Myrtales","",NA,"Onagraceae","",NA,"Oenothera","Oenothera biennis","","","","native","SNA (2001)",NA,"2017-07-18","hillanddale","iNaturalist","9532739",NA,"2021-08-15","Roslyn","iNaturalist","91357083",NA,4,"new 2017","observed","",62207,"VAS"
"294","Oplopanax horridus","(Sm.) Miq.","","devil's club","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Araliaceae","",NA,"Oplopanax","Oplopanax horridus","","","","native","S5 (2015)",NA,"2012-08-04","lhurteau","iNaturalist","16823354",NA,"2022-10-15","lanny0","iNaturalist","143820788",NA,103,"confirmed","observed","",83914,"VAS"
"295","Orthilia secunda","L.","","one-sided wintergreen","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Monotropoideae",NA,"Orthilia","Orthilia secunda","","","","native","S5 (2015)",NA,"1951-08-01","M.F. Jackson","UBC","V47568",NA,"2022-08-27","ayhusic1","iNaturalist","132616299",NA,62,"confirmed","observed","",78288,"VAS"
"296","Osmorhiza berteroi","DC.","","mountain sweet cicely","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Apiaceae","Apioideae",NA,"Osmorhiza","Osmorhiza berteroi","","","","native","S5 (2015)",NA,"2015-09-04","Else Mikkelsen","iNaturalist","9505267",NA,"2022-06-12","Cole Gaerber","iNaturalist","121676056",NA,27,"confirmed","observed","",53166,"VAS"
"297","Osmorhiza depauperata","Phil.","","blunt-fruited sweet-cicely","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Apiaceae","Apioideae",NA,"Osmorhiza","Osmorhiza depauperata","","","","native","S5 (2015)",NA,"1966-07-29","B. Fraser","UBC","V161002",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:370",NA,2,"reported","unobserved","UBC:  Garibaldi PP Sphinx Gl foreland",78294,"VAS"
"298","Osmorhiza purpurea","(J.M. Coult. & Rose) Suksd.","","purple sweet-cicely","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Apiales","",NA,"Apiaceae","Apioideae",NA,"Osmorhiza","Osmorhiza purpurea","","","","native","S5 (2000)",NA,"1961-08-23","E.B. Petersen","UBC","V97808",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:372",NA,4,"reported","unobserved","",78296,"VAS"
"299","Oxybasis rubra","(L.) S.Fuentes, Uotila & Borsch","","red goosefoot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Amaranthaceae","Chenopodioideae",NA,"Oxybasis","Oxybasis rubra","","","","native","S4 (2000)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:24",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:24",NA,1,"reported","unobserved","",931679,"VAS"
"300","Oxyria digyna","(L.) Hill","","alpine sorrel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Caryophyllales","",NA,"Polygonaceae","Polygonoideae",NA,"Oxyria","Oxyria digyna","","","","native","S5 (2019)",NA,"1917-08-12","John Davidson","UBC","V45824",NA,"2022-08-14","anyagbee","iNaturalist","131742543",NA,9,"confirmed","observed","",67591,"VAS"
"301","Ozomelis trifida","(Graham) Rydb.","","three-toothed mitrewort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Ozomelis","Ozomelis trifida","","","","native","S5 (2019)",NA,"1916-08-06","W. Taylor","UBC","V137883",NA,"1916-08-06","W. Taylor","UBC","V137883",NA,1,"reported","unobserved","",1424149,"VAS"
"302","Packera pauciflora","(Pursh) Á. Löve & D. Löve","","alpine groundsel","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Packera","Packera pauciflora","","","","native","S5 (2000)",NA,"1917-08-07","John Davidson","UBC","V11430",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:374",NA,8,"reported","unobserved","UBC:  Garibaldi PP Warren Gl foreland",78327,"VAS"
"303","Parnassia fimbriata","K.D. Koenig","","fringed grass of parnassus","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Celastrales","",NA,"Celastraceae","",NA,"Parnassia","Parnassia fimbriata","","","","native","S5 (2019)",NA,"1938-08-12","John W. Eastham","UBC","V30775",NA,"2022-09-25","Richard C Till","iNaturalist","136493597",NA,41,"confirmed","observed","",78351,"VAS"
"304","Parnassia palustris","L.","","northern grass-of-Parnassus","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Celastrales","",NA,"Celastraceae","",NA,"Parnassia","Parnassia palustris","","","","native","S5 (2019)",NA,"1995-09-03","Straley, Gerald","USCH","",NA,"1995-09-03","Straley, Gerald","USCH","",NA,1,"reported","unobserved","",78352,"VAS"
"305","Paxistima myrsinites","(Pursh.) Raf.","","oregon boxwood","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Celastrales","",NA,"Celastraceae","",NA,"Paxistima","Paxistima myrsinites","","","","native","S5 (2015)",NA,"1914-08-03","John Davidson","UBC","V8299",NA,"2022-12-01","sandragon749","iNaturalist","143502079",NA,99,"confirmed","observed","",63893,"VAS"
"306","Pectiantia pentandra","(Hook.) Rydb.","","five-stamened mitrewort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Saxifragales","",NA,"Saxifragaceae","",NA,"Pectiantia","Pectiantia pentandra","","","","native","S5 (2019)",NA,"1951-07-30","M. Jackson","UBC","V47589",NA,"2022-06-26","Lyrae","iNaturalist","125196461",NA,6,"confirmed","observed","",1424153,"VAS"
"307","Pedicularis bracteosa","Benth.","","towering lousewort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Pedicularis","Pedicularis bracteosa","","","","native","S5 (2000)",NA,"2018-08-16","Billi Krochuk","iNaturalist","15850201",NA,"2022-08-22","kristinop","iNaturalist","131974877",NA,7,"new 2018","observed","",49646,"VAS"
"308","Pedicularis racemosa","Douglas ex Benth.","","leafy lousewort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Orobanchaceae","",NA,"Pedicularis","Pedicularis racemosa","","","","native","S4S5 (2015)",NA,"2017-08-29","Adam Huggins","iNaturalist","7711990",NA,"2022-08-15","kadbury","iNaturalist","131021115",NA,10,"new 2017","observed","UBC:  Garibaldi",78372,"VAS"
"309","Penstemon davidsonii var. menziesii","Greene","(D.D.Keck) Cronquist","creeping beardtongue","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Penstemon","Penstemon davidsonii","","","menziesii","native","S4 (2001)",NA,"2005-07-10","Steve Ansell","iNaturalist","109340404",NA,"2022-09-03","Mavaddat Javid","iNaturalist","133520476",NA,29,"confirmed","observed","",242057,"VAS"
"310","Penstemon serrulatus","Menzies ex Sm.","","Cascade beardtongue","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Penstemon","Penstemon serrulatus","","","","native","S5 (2019)",NA,"2015-06-09","hillanddale","iNaturalist","9530762",NA,"2022-08-17","jessiemcfadden","iNaturalist","131342870",NA,20,"confirmed","observed","",143674,"VAS"
"311","Petasites frigidus var. frigidus","(L.) Fr.","","sweet coltsfoot","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Asteroideae",NA,"Petasites","Petasites frigidus","","","frigidus","native","S5 (2020)",NA,"1951-07-18","W. Cottle","UBC","V27403",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:383",NA,5,"reported","unobserved","",713494,"VAS"
"312","Phacelia sericea var. sericea","(Graham) A. Gray","","silky phacelia","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Boraginales","",NA,"Boraginaceae","Hydrophylloideae",NA,"Phacelia","Phacelia sericea","","","sericea","native","S5 (2020)",NA,"1913-08-04","John Davidson","UBC","V62621",NA,"2022-08-09","Kat Kodiak","iNaturalist","130670403",NA,11,"confirmed","observed","UBC: Garibaldi PP Panorama Ridge",237781,"VAS"
"313","Phegopteris connectilis","(Michx.) Watt","","narrow beech fern","Plantae","Tracheophyta","",NA,"Polypodiopsida","Polypodiidae","","Polypodiales","",NA,"Thelypteridaceae","Phegopteridoideae",NA,"Phegopteris","Phegopteris connectilis","","","","native","S5 (2019)",NA,"2017-07-26","Adam Huggins","iNaturalist","7242991",NA,"2021-06-13","Rachel Munger","iNaturalist","82963513",NA,3,"new 2017","observed","",122082,"VAS"
"314","Phleum alpinum","L.","","alpine timothy","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","",NA,"Phleum","Phleum alpinum","","","","native","S5 (2015)",NA,"1956-08-07","Vernon C. Brink","UBC","V55985",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:389",NA,7,"reported","unobserved","",78540,"VAS"
"315","Phlox diffusa ssp. longistylis","Benth.","Wherry","spreading phlox","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Polymoniaceae","",NA,"Phlox","Phlox diffusa","","longistylis","","native","S5 (2000)",NA,"1912-08-07","John Davidson","UBC","V42760",NA,"2022-07-26","emilylricher","iNaturalist","129206981",NA,15,"confirmed","observed","RBCM:  Garibaldi PP Black Tusk slope",78544,"VAS"
"316","Phyllodoce × intermedia","(Hook.) Rydb.","","hybrid mountain-heath","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Ericoideae",NA,"Phyllodoce","Phyllodoce ","Phyllodoce × intermedia","","","native","SNA",NA,"1967-08-19","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","UBC","V160961",NA,"1967-08-19","V. Bednar, B. Fraser, Satoru Kojima, Vladimir J. Krajina","UBC","V160961",NA,1,"reported","unobserved","",170915,"VAS"
"317","Phyllodoce empetriformis","(Sm.) D. Don","","red mountain-heather","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Ericoideae",NA,"Phyllodoce","Phyllodoce empetriformis","","","","native","S5 (2014)",NA,"1912-08-01","John Davidson","UBC","V45132",NA,"2022-08-29","xinranliu","iNaturalist","132871484",NA,122,"confirmed","observed","",78560,"VAS"
"318","Phyllodoce glanduliflora","(Hook.) Coville","","yellow mountain-heath","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Ericales","",NA,"Ericaceae","Ericoideae",NA,"Phyllodoce","Phyllodoce glanduliflora","","","","native","S5 (2015)",NA,"1951-07-13","W. Cottle","UBC","V27349",NA,"2020-10-02","John D Reynolds","iNaturalist","62162749",NA,10,"confirmed","observed","",126558,"VAS"
"319","Physocarpus capitatus","(Pursh) Kuntze","","Pacific ninebark","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Rosales","",NA,"Rosaceae","Amygdaloideae",NA,"Physocarpus","Physocarpus capitatus","","","","native","S4S5 (2015)",NA,"1913-06-01","F. Perry","UBC","V33318",NA,"2022-07-09","Ben Keen","iNaturalist","125545767",NA,54,"confirmed","observed","",57249,"VAS"
"320","Picea sitchensis","(Bong.) Carrière","","Sitka spruce","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Pinaceae","",NA,"Picea","Picea sitchensis","","","","native","S5 (2015)",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:26",NA,"2022-09-24","Matt M","iNaturalist","143059378",NA,24,"confirmed","observed","",68131,"VAS"
"321","Pilosella tristis","(Willd. ex Spreng.) F.W.Schultz & Sch.Bip.","","alpine hawkweed","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Asterales","",NA,"Asteraceae","Cichorioideae",NA,"Pilosella","Pilosella tristis","","","","native","S5 (2019)",NA,"1951-07-30","M.R. Jackson","UBC","V47529",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:396",NA,2,"reported","unobserved","Reported as: Hieracium triste",780652,"VAS"
"322","Pinguicula macroceras","Pall. ex Link","","horned butterwort","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Lentibulariaceae","",NA,"Pinguicula","Pinguicula vulgaris","","","","native","S3S4 (2001)",NA,"1965-07-29","B. Fraser","UBC","V158295",NA,"2021-07-17","Dawn Hanna","iNaturalist","87498870",NA,2,"confirmed","observed","UBC:  Garibaldi PP Sentinel Gl foreland",606728,"VAS"
"323","Pinus albicaulis","Engelm.","","whitebark pine","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Pinaceae","",NA,"Pinus","Pinus albicaulis","","","","native","S2S3 (2013)",NA,"1938-08-10","John W. Eastham","UBC","V5450",NA,"2022-08-09","Kat Kodiak","iNaturalist","130607380",NA,12,"confirmed","observed","",68083,"VAS"
"324","Pinus contorta var. contorta","Douglas","","shore pine","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Pinaceae","",NA,"Pinus","Pinus contorta","","","contorta","native","S5 (2000)",NA,"1956-08-11","Jenkins, L.;Van Nes, D.N.","MNHN","P06802870",NA,"2022-11-26","Guerric Haché","iNaturalist","142992321",NA,128,"confirmed","observed","",80130,"VAS"
"325","Pinus monticola","Douglas ex. D. Don","","western white pine","Plantae","Tracheophyta","",NA,"Pinopsida","","","Pinales","",NA,"Pinaceae","",NA,"Pinus","Pinus monticola","","","","native","S4 (2015)",NA,"2016-05-15","claytongmanning","iNaturalist","3191296",NA,"2022-10-18","FreckLes","iNaturalist","139300024",NA,63,"new 2016","observed","",68084,"VAS"
"326","Plantago macrocarpa","Cham. & Schltdl.","","Alaska plantain","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Plantago","Plantago macrocarpa","","","","native","S4 (2015)",NA,"2016-06-28","Frank Lomer, Su-hui Lomer, Judith Holm","UBC","V251155",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:401",NA,3,"new 2016","observed","",167006,"VAS"
"327","Plantago maritima","L.","","seaside plantain","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Lamiales","",NA,"Plantaginaceae","",NA,"Plantago","Plantago maritima","","","","native","S5",NA,"2004-08-12","Nick Page","Effects of Fish Habitat Restoration Activities on Plant Communities in the Squamish River Estuary: Summary Report","NPAGE2004:63",NA,"2021-08-28","Chloe and Trevor Van Loon","iNaturalist","93953933",NA,12,"confirmed","observed","",68543,"VAS"
"328","Platanthera dilatata var. leucostachys","(Pursh) Lindl. ex L.C.Beck","(Lindl.) Hultén","Sierra bog orchid","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Orchidoideae",NA,"Platanthera","Platanthera dilatata","","","leucostachys","native","S5 (2000)",NA,"1913-08-01","W. Taylor","UBC","V26634",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:403",NA,3,"reported","unobserved","UBC:  Hollyburn Ridge",81271,"VAS"
"329","Platanthera orbiculata","(Pursh) Lindl.","","round-leaved bog orchid","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Orchidoideae",NA,"Platanthera","Platanthera orbiculata","","","","native","S4 (2015)",NA,"2014-07-21","hillanddale","iNaturalist","9514950",NA,"2022-07-12","Elora Jane","iNaturalist","126020522",NA,17,"confirmed","observed","",131218,"VAS"
"330","Platanthera stricta","Lindl.","","slender bog orchid","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Orchidoideae",NA,"Platanthera","Platanthera stricta","","","","native","S5 (2015)",NA,"1951-09-08","W. Cottle","UBC","V27329",NA,"2022-08-26","John D Reynolds","iNaturalist","133787051",NA,53,"confirmed","observed","",50739,"VAS"
"331","Platanthera unalascensis","(Spreng.) Kurtz","","Alaska piperia","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Asparagales","",NA,"Orchidaceae","Orchidoideae",NA,"Platanthera","Platanthera unalascensis","","","","native","S5 (2019)",NA,"2015-06-13","Steve Ansell","iNaturalist","68140498",NA,"2015-06-13","Steve Ansell","iNaturalist","68140498",NA,1,"reported","observed","",840638,"VAS"
"332","Plectritis congesta","(Lindl.) DC.","","shortspur seablush","Plantae","Tracheophyta","Angiospermae",NA,"Magnoliopsida","","","Dipsacales","",NA,"Caprifoliaceae","Valerianoideae",NA,"Plectritis","Plectritis congesta","","","","native","S5 (2015)",NA,"1983-05-03","Gerald B. Straley","UBC","V178680",NA,"2022-06-20","Jessica","iNaturalist","122720496",NA,32,"confirmed","observed","",57786,"VAS"
"333","Pleuropogon refractus","(A. Gray) Benth. ex Vasey","","nodding semaphore grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","",NA,"Pleuropogon","Pleuropogon refractus","","","","native","S3S4 (2015)",NA,"1963-08-31","Brink, V.C.","CMN","CAN 591739",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:407",NA,3,"reported","unobserved","",78629,"VAS"
"334","Poa alpina","L.","","alpine meadow-grass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","",NA,"Poa","Poa alpina","","","","native","S5 (2015)",NA,"1912-08-11","John Davidson","UBC","V20168",NA,"2020-10-02","John D Reynolds","iNaturalist","62162735",NA,7,"confirmed","observed","RBCM:  Garibaldi PP",167076,"VAS"
"335","Poa cusickii ssp. epilis","Vasey","(Scribn.) W.A.Weber","skyline bluegrass","Plantae","Tracheophyta","Angiospermae",NA,"Liliopsida","","","Poales","",NA,"Poaceae","Pooideae",NA,"Poa","Poa cusickii","","epilis","","native","S4 (2001)",NA,"1969-09-06","T. Brayshaw","RBCM","V055010",NA,"2020-07-01","LGL Limited, Environmental Research Associates, Sidney, BC","UNESCO Nomination | Átl’ka7tsem / Howe Sound Biosphere Reserve  | Appendices","LGL2020:410",NA,2,"reported","unobserved","RBCM:  Garibaldi PP",80140,"VAS"
